City,FutureMajor,Country,SchoolType,Grade,Email,English,Japanese,Coding
suzhou,Mathematics,Japan,Normal high school,12,Hans0059@thu.edu.cn,FALSE,TRUE,TRUE
shanghai,Computer Science,United States,University,Freshman,Isabella0060@gmail.com,TRUE,TRUE,TRUE
beijing,Economy,Canada,International high school,Sophomore,Jason0061@pku.edu.cn,FALSE,FALSE,TRUE
shanxi,Sociology,Japan,Normal high school,Junior,Kate0062@hotmail.com,TRUE,TRUE,TRUE
suzhou,Philosophy,United States,University,Senior,Louis0063@thu.edu.cn,FALSE,TRUE,FALSE
shanghai,Archaeology,Canada,International high school,9,Margraret0064@gmail.com,TRUE,TRUE,TRUE
beijing,Architecture,Japan,Normal high school,10,Nathan0065@pku.edu.cn,FALSE,FALSE,FALSE
shanxi,Mathematics,United States,University,11,Olivia0066@hotmail.com,TRUE,TRUE,TRUE
suzhou,Computer Science,Canada,International high school,12,Paul0067@thu.edu.cn,TRUE,TRUE,FALSE
shanghai,Economy,Japan,Normal high school,Freshman,Queen0068@gmail.com,TRUE,TRUE,TRUE
beijing,Sociology,United States,University,Sophomore,Richard0069@pku.edu.cn,TRUE,FALSE,FALSE
shanxi,Philosophy,Canada,International high school,Junior,Susan0070@hotmail.com,TRUE,TRUE,TRUE
suzhou,Archaeology,Japan,Normal high school,Senior,Thomas0071@thu.edu.cn,FALSE,FALSE,TRUE
shanghai,Architecture,United States,University,9,Uma0072@gmail.com,TRUE,TRUE,TRUE
beijing,Mathematics,Canada,International high school,10,Vivian0073@pku.edu.cn,FALSE,FALSE,FALSE
shanxi,Computer Science,Japan,Normal high school,11,Winnie0074@hotmail.com,TRUE,FALSE,TRUE
suzhou,Economy,United States,University,12,Xander0075@thu.edu.cn,TRUE,FALSE,TRUE
shanghai,Sociology,Canada,International high school,Freshman,Yasmine0076@gmail.com,TRUE,TRUE,TRUE
beijing,Philosophy,Japan,Normal high school,Sophomore,Zach0077@pku.edu.cn,FALSE,TRUE,TRUE
shanxi,Archaeology,United States,University,Junior,Alice0078@hotmail.com,TRUE,FALSE,TRUE
suzhou,Architecture,Canada,International high school,Senior,Bob0079@thu.edu.cn,TRUE,FALSE,TRUE
shanghai,Mathematics,Japan,Normal high school,9,Carol0080@gmail.com,TRUE,TRUE,TRUE
beijing,Computer Science,United States,University,10,Dave0081@pku.edu.cn,FALSE,FALSE,FALSE
shanxi,Economy,Canada,International high school,11,Eve0082@hotmail.com,TRUE,TRUE,TRUE
suzhou,Sociology,Japan,Normal high school,12,Francis0083@thu.edu.cn,FALSE,FALSE,TRUE
shanghai,Philosophy,United States,University,Freshman,Grace0084@gmail.com,TRUE,TRUE,TRUE
beijing,Archaeology,Canada,International high school,Sophomore,Hans0085@pku.edu.cn,TRUE,FALSE,TRUE
shanxi,Architecture,Japan,Normal high school,Junior,Isabella0086@hotmail.com,TRUE,FALSE,TRUE
suzhou,Mathematics,United States,University,Senior,Jason0087@thu.edu.cn,TRUE,TRUE,TRUE
shanghai,Computer Science,Canada,International high school,9,Kate0088@gmail.com,TRUE,TRUE,TRUE
beijing,Economy,Japan,Normal high school,10,Louis0089@pku.edu.cn,FALSE,TRUE,FALSE
shanxi,Sociology,United States,University,11,Margraret0090@hotmail.com,TRUE,TRUE,TRUE
suzhou,Philosophy,Canada,International high school,12,Nathan0091@thu.edu.cn,FALSE,TRUE,TRUE
shanghai,Archaeology,Japan,Normal high school,Freshman,Olivia0092@gmail.com,TRUE,TRUE,TRUE
beijing,Architecture,United States,University,Sophomore,Paul0093@pku.edu.cn,FALSE,TRUE,TRUE
shanxi,Mathematics,Canada,International high school,Junior,Queen0094@hotmail.com,TRUE,FALSE,TRUE
suzhou,Computer Science,Japan,Normal high school,Senior,Richard0095@thu.edu.cn,FALSE,FALSE,FALSE
shanghai,Economy,United States,University,9,Susan0096@gmail.com,TRUE,TRUE,TRUE
beijing,Sociology,Canada,International high school,10,Thomas0097@pku.edu.cn,TRUE,TRUE,FALSE
shanxi,Philosophy,Japan,Normal high school,11,Uma0098@hotmail.com,TRUE,TRUE,TRUE
suzhou,Archaeology,United States,University,12,Vivian0099@thu.edu.cn,TRUE,FALSE,FALSE
shanghai,Architecture,Canada,International high school,Freshman,Winnie0100@gmail.com,TRUE,TRUE,TRUE
beijing,Mathematics,Japan,Normal high school,Sophomore,Xander0101@pku.edu.cn,TRUE,TRUE,FALSE
shanxi,Computer Science,United States,University,Junior,Yasmine0102@hotmail.com,TRUE,FALSE,TRUE
suzhou,Economy,Canada,International high school,Senior,Zach0103@thu.edu.cn,TRUE,FALSE,TRUE
shanghai,Sociology,Japan,Normal high school,9,Alice0104@gmail.com,TRUE,TRUE,TRUE
beijing,Philosophy,United States,University,10,Bob0105@pku.edu.cn,FALSE,FALSE,TRUE
shanxi,Archaeology,Canada,International high school,11,Carol0106@hotmail.com,TRUE,FALSE,TRUE
suzhou,Architecture,Japan,Normal high school,12,Dave0107@thu.edu.cn,FALSE,FALSE,FALSE
shanghai,Mathematics,United States,University,Freshman,Eve0108@gmail.com,TRUE,TRUE,TRUE
beijing,Computer Science,Canada,International high school,Sophomore,Francis0109@pku.edu.cn,TRUE,FALSE,FALSE
shanxi,Economy,Japan,Normal high school,Junior,Grace0110@hotmail.com,TRUE,TRUE,TRUE
suzhou,Sociology,United States,University,Senior,Hans0111@thu.edu.cn,TRUE,FALSE,FALSE
shanghai,Philosophy,Canada,International high school,9,Isabella0112@gmail.com,TRUE,TRUE,TRUE
beijing,Archaeology,Japan,Normal high school,10,Jason0113@pku.edu.cn,FALSE,TRUE,FALSE
shanxi,Architecture,United States,University,11,Kate0114@hotmail.com,TRUE,FALSE,TRUE
suzhou,Mathematics,Canada,International high school,12,Louis0115@thu.edu.cn,TRUE,TRUE,FALSE
shanghai,Computer Science,Japan,Normal high school,Freshman,Margraret0116@gmail.com,TRUE,TRUE,TRUE
beijing,Economy,United States,University,Sophomore,Nathan0117@pku.edu.cn,TRUE,FALSE,TRUE
shanxi,Sociology,Canada,International high school,Junior,Olivia0118@hotmail.com,TRUE,TRUE,TRUE
suzhou,Philosophy,Japan,Normal high school,Senior,Paul0119@thu.edu.cn,TRUE,FALSE,FALSE
shanghai,Archaeology,United States,University,9,Queen0120@gmail.com,TRUE,TRUE,TRUE
beijing,Architecture,Canada,International high school,10,Richard0121@pku.edu.cn,TRUE,TRUE,FALSE
shanxi,Mathematics,Japan,Normal high school,11,Susan0122@hotmail.com,TRUE,FALSE,TRUE
suzhou,Computer Science,United States,University,12,Thomas0123@thu.edu.cn,TRUE,FALSE,TRUE
shanghai,Economy,Canada,International high school,Freshman,Uma0124@gmail.com,TRUE,TRUE,TRUE
beijing,Sociology,Japan,Normal high school,Sophomore,Vivian0125@pku.edu.cn,FALSE,FALSE,TRUE
shanxi,Philosophy,United States,University,Junior,Winnie0126@hotmail.com,TRUE,TRUE,TRUE
suzhou,Archaeology,Canada,International high school,Senior,Xander0127@thu.edu.cn,FALSE,FALSE,FALSE
shanghai,Architecture,Japan,Normal high school,9,Yasmine0128@gmail.com,TRUE,TRUE,TRUE
beijing,Mathematics,United States,University,10,Zach0129@pku.edu.cn,TRUE,FALSE,TRUE
shanxi,Computer Science,Canada,International high school,11,Alice0130@hotmail.com,TRUE,TRUE,TRUE
suzhou,Economy,Japan,Normal high school,12,Bob0131@thu.edu.cn,FALSE,FALSE,TRUE
shanghai,Sociology,United States,University,Freshman,Carol0132@gmail.com,TRUE,TRUE,TRUE
beijing,Philosophy,Canada,International high school,Sophomore,Dave0133@pku.edu.cn,FALSE,TRUE,TRUE
shanxi,Archaeology,Japan,Normal high school,Junior,Eve0134@hotmail.com,TRUE,TRUE,TRUE
suzhou,Architecture,United States,University,Senior,Francis0135@thu.edu.cn,FALSE,FALSE,TRUE
shanghai,Mathematics,Canada,International high school,9,Grace0136@gmail.com,TRUE,TRUE,TRUE
beijing,Computer Science,Japan,Normal high school,10,Hans0137@pku.edu.cn,FALSE,FALSE,FALSE
shanxi,Economy,United States,University,11,Isabella0138@hotmail.com,TRUE,TRUE,TRUE
suzhou,Sociology,Canada,International high school,12,Jason0139@thu.edu.cn,TRUE,FALSE,FALSE
shanghai,Philosophy,Japan,Normal high school,Freshman,Kate0140@gmail.com,TRUE,TRUE,TRUE
beijing,Archaeology,United States,University,Sophomore,Louis0141@pku.edu.cn,FALSE,TRUE,FALSE
shanxi,Architecture,Canada,International high school,Junior,Margraret0142@hotmail.com,TRUE,TRUE,TRUE
suzhou,Mathematics,Japan,Normal high school,Senior,Nathan0143@thu.edu.cn,TRUE,TRUE,TRUE
shanghai,Computer Science,United States,University,9,Olivia0144@gmail.com,TRUE,TRUE,TRUE
beijing,Economy,Canada,International high school,10,Paul0145@pku.edu.cn,TRUE,FALSE,TRUE
shanxi,Sociology,Japan,Normal high school,11,Queen0146@hotmail.com,TRUE,FALSE,TRUE
suzhou,Philosophy,United States,University,12,Richard0147@thu.edu.cn,TRUE,TRUE,FALSE
shanghai,Archaeology,Canada,International high school,Freshman,Susan0148@gmail.com,TRUE,TRUE,TRUE
beijing,Architecture,Japan,Normal high school,Sophomore,Thomas0149@pku.edu.cn,TRUE,FALSE,TRUE
shanxi,Mathematics,United States,University,Junior,Uma0150@hotmail.com,TRUE,FALSE,TRUE
suzhou,Computer Science,Canada,International high school,Senior,Vivian0151@thu.edu.cn,TRUE,FALSE,TRUE
shanghai,Economy,Japan,Normal high school,9,Winnie0152@gmail.com,TRUE,TRUE,TRUE
beijing,Sociology,United States,University,10,Xander0153@pku.edu.cn,FALSE,FALSE,TRUE
shanxi,Philosophy,Canada,International high school,11,Yasmine0154@hotmail.com,TRUE,TRUE,TRUE
suzhou,Archaeology,Japan,Normal high school,12,Zach0155@thu.edu.cn,TRUE,TRUE,FALSE
shanghai,Architecture,United States,University,Freshman,Alice0156@gmail.com,TRUE,TRUE,TRUE
beijing,Mathematics,Canada,International high school,Sophomore,Bob0157@pku.edu.cn,FALSE,FALSE,FALSE
shanxi,Computer Science,Japan,Normal high school,Junior,Carol0158@hotmail.com,TRUE,FALSE,TRUE
suzhou,Economy,United States,University,Senior,Dave0159@thu.edu.cn,TRUE,TRUE,FALSE
shanghai,Sociology,Canada,International high school,9,Eve0160@gmail.com,TRUE,TRUE,TRUE
beijing,Philosophy,Japan,Normal high school,10,Francis0161@pku.edu.cn,FALSE,TRUE,TRUE
shanxi,Archaeology,United States,University,11,Grace0162@hotmail.com,TRUE,FALSE,TRUE
suzhou,Architecture,Canada,International high school,12,Hans0163@thu.edu.cn,TRUE,TRUE,TRUE
shanghai,Mathematics,Japan,Normal high school,Freshman,Isabella0164@gmail.com,TRUE,TRUE,TRUE
beijing,Computer Science,United States,University,Sophomore,Jason0165@pku.edu.cn,TRUE,TRUE,FALSE
shanxi,Economy,Canada,International high school,Junior,Kate0166@hotmail.com,TRUE,FALSE,TRUE
suzhou,Sociology,Japan,Normal high school,Senior,Louis0167@thu.edu.cn,TRUE,FALSE,TRUE
shanghai,Philosophy,United States,University,9,Margraret0168@gmail.com,TRUE,TRUE,TRUE
beijing,Archaeology,Canada,International high school,10,Nathan0169@pku.edu.cn,FALSE,FALSE,FALSE
shanxi,Architecture,Japan,Normal high school,11,Olivia0170@hotmail.com,TRUE,TRUE,TRUE
suzhou,Mathematics,United States,University,12,Paul0171@thu.edu.cn,TRUE,TRUE,FALSE
shanghai,Computer Science,Canada,International high school,Freshman,Queen0172@gmail.com,TRUE,TRUE,TRUE
beijing,Economy,Japan,Normal high school,Sophomore,Richard0173@pku.edu.cn,FALSE,TRUE,FALSE
shanxi,Sociology,United States,University,Junior,Susan0174@hotmail.com,TRUE,TRUE,TRUE
suzhou,Philosophy,Canada,International high school,Senior,Thomas0175@thu.edu.cn,FALSE,FALSE,TRUE
shanghai,Archaeology,Japan,Normal high school,9,Uma0176@gmail.com,TRUE,TRUE,TRUE
beijing,Architecture,United States,University,10,Vivian0177@pku.edu.cn,TRUE,TRUE,TRUE
shanxi,Mathematics,Canada,International high school,11,Winnie0178@hotmail.com,TRUE,TRUE,TRUE
suzhou,Computer Science,Japan,Normal high school,12,Xander0179@thu.edu.cn,FALSE,FALSE,TRUE
shanghai,Economy,United States,University,Freshman,Yasmine0180@gmail.com,TRUE,TRUE,TRUE
beijing,Sociology,Canada,International high school,Sophomore,Zach0181@pku.edu.cn,TRUE,TRUE,TRUE
shanxi,Philosophy,Japan,Normal high school,Junior,Alice0182@hotmail.com,TRUE,TRUE,TRUE
suzhou,Archaeology,United States,University,Senior,Bob0183@thu.edu.cn,TRUE,TRUE,TRUE
shanghai,Architecture,Canada,International high school,9,Carol0184@gmail.com,TRUE,TRUE,TRUE
beijing,Mathematics,Japan,Normal high school,10,Dave0185@pku.edu.cn,TRUE,FALSE,FALSE
shanxi,Computer Science,United States,University,11,Eve0186@hotmail.com,TRUE,FALSE,TRUE
suzhou,Economy,Canada,International high school,12,Francis0187@thu.edu.cn,FALSE,FALSE,FALSE
shanghai,Sociology,Japan,Normal high school,Freshman,Grace0188@gmail.com,TRUE,TRUE,TRUE
beijing,Philosophy,United States,University,Sophomore,Hans0189@pku.edu.cn,TRUE,TRUE,TRUE
shanxi,Archaeology,Canada,International high school,Junior,Isabella0190@hotmail.com,TRUE,FALSE,TRUE
suzhou,Architecture,Japan,Normal high school,Senior,Jason0191@thu.edu.cn,FALSE,FALSE,FALSE
shanghai,Mathematics,United States,University,9,Kate0192@gmail.com,TRUE,TRUE,TRUE
beijing,Computer Science,Canada,International high school,10,Louis0193@pku.edu.cn,FALSE,TRUE,TRUE
shanxi,Economy,Japan,Normal high school,11,Margraret0194@hotmail.com,TRUE,TRUE,TRUE
suzhou,Sociology,United States,University,12,Nathan0195@thu.edu.cn,TRUE,FALSE,FALSE
shanghai,Philosophy,Canada,International high school,Freshman,Olivia0196@gmail.com,TRUE,TRUE,TRUE
beijing,Archaeology,Japan,Normal high school,Sophomore,Paul0197@pku.edu.cn,FALSE,FALSE,FALSE
shanxi,Architecture,United States,University,Junior,Queen0198@hotmail.com,TRUE,TRUE,TRUE
suzhou,Mathematics,Canada,International high school,Senior,Richard0199@thu.edu.cn,TRUE,TRUE,TRUE
shanghai,Computer Science,Japan,Normal high school,9,Susan0200@gmail.com,TRUE,TRUE,TRUE
beijing,Economy,United States,University,10,Thomas0201@pku.edu.cn,FALSE,FALSE,FALSE
shanxi,Sociology,Canada,International high school,11,Uma0202@hotmail.com,TRUE,TRUE,TRUE
suzhou,Philosophy,Japan,Normal high school,12,Vivian0203@thu.edu.cn,TRUE,FALSE,FALSE
shanghai,Archaeology,United States,University,Freshman,Winnie0204@gmail.com,TRUE,TRUE,TRUE
beijing,Architecture,Canada,International high school,Sophomore,Xander0205@pku.edu.cn,FALSE,TRUE,TRUE
shanxi,Mathematics,Japan,Normal high school,Junior,Yasmine0206@hotmail.com,TRUE,TRUE,TRUE
suzhou,Computer Science,United States,University,Senior,Zach0207@thu.edu.cn,FALSE,TRUE,FALSE
shanghai,Economy,Canada,International high school,9,Alice0208@gmail.com,TRUE,TRUE,TRUE
beijing,Sociology,Japan,Normal high school,10,Bob0209@pku.edu.cn,TRUE,TRUE,FALSE
shanxi,Philosophy,United States,University,11,Carol0210@hotmail.com,TRUE,FALSE,TRUE
suzhou,Archaeology,Canada,International high school,12,Dave0211@thu.edu.cn,TRUE,TRUE,FALSE
shanghai,Architecture,Japan,Normal high school,Freshman,Eve0212@gmail.com,TRUE,TRUE,TRUE
beijing,Mathematics,United States,University,Sophomore,Francis0213@pku.edu.cn,FALSE,TRUE,FALSE
shanxi,Computer Science,Canada,International high school,Junior,Grace0214@hotmail.com,TRUE,FALSE,TRUE
suzhou,Economy,Japan,Normal high school,Senior,Hans0215@thu.edu.cn,TRUE,FALSE,TRUE
shanghai,Sociology,United States,University,9,Isabella0216@gmail.com,TRUE,TRUE,TRUE
beijing,Philosophy,Canada,International high school,10,Jason0217@pku.edu.cn,FALSE,TRUE,FALSE
shanxi,Archaeology,Japan,Normal high school,11,Kate0218@hotmail.com,TRUE,TRUE,TRUE
suzhou,Architecture,United States,University,12,Louis0219@thu.edu.cn,TRUE,FALSE,FALSE
shanghai,Mathematics,Canada,International high school,Freshman,Margraret0220@gmail.com,TRUE,TRUE,TRUE
beijing,Computer Science,Japan,Normal high school,Sophomore,Nathan0221@pku.edu.cn,TRUE,FALSE,TRUE
shanxi,Economy,United States,University,Junior,Olivia0222@hotmail.com,TRUE,TRUE,TRUE
suzhou,Sociology,Canada,International high school,Senior,Paul0223@thu.edu.cn,FALSE,TRUE,FALSE
shanghai,Philosophy,Japan,Normal high school,9,Queen0224@gmail.com,TRUE,TRUE,TRUE
beijing,Archaeology,United States,University,10,Richard0225@pku.edu.cn,FALSE,FALSE,TRUE
shanxi,Architecture,Canada,International high school,11,Susan0226@hotmail.com,TRUE,FALSE,TRUE
suzhou,Mathematics,Japan,Normal high school,12,Thomas0227@thu.edu.cn,TRUE,FALSE,FALSE
shanghai,Computer Science,United States,University,Freshman,Uma0228@gmail.com,TRUE,TRUE,TRUE
beijing,Economy,Canada,International high school,Sophomore,Vivian0229@pku.edu.cn,TRUE,TRUE,TRUE
shanxi,Sociology,Japan,Normal high school,Junior,Winnie0230@hotmail.com,TRUE,FALSE,TRUE
suzhou,Philosophy,United States,University,Senior,Xander0231@thu.edu.cn,FALSE,FALSE,TRUE
shanghai,Archaeology,Canada,International high school,9,Yasmine0232@gmail.com,TRUE,TRUE,TRUE
beijing,Architecture,Japan,Normal high school,10,Zach0233@pku.edu.cn,FALSE,FALSE,TRUE
shanxi,Mathematics,United States,University,11,Alice0234@hotmail.com,TRUE,TRUE,TRUE
suzhou,Computer Science,Canada,International high school,12,Bob0235@thu.edu.cn,TRUE,FALSE,TRUE
shanghai,Economy,Japan,Normal high school,Freshman,Carol0236@gmail.com,TRUE,TRUE,TRUE
beijing,Sociology,United States,University,Sophomore,Dave0237@pku.edu.cn,FALSE,TRUE,FALSE
shanxi,Philosophy,Canada,International high school,Junior,Eve0238@hotmail.com,TRUE,FALSE,TRUE
suzhou,Archaeology,Japan,Normal high school,Senior,Francis0239@thu.edu.cn,FALSE,FALSE,TRUE
shanghai,Architecture,United States,University,9,Grace0240@gmail.com,TRUE,TRUE,TRUE
beijing,Mathematics,Canada,International high school,10,Hans0241@pku.edu.cn,FALSE,FALSE,TRUE
shanxi,Computer Science,Japan,Normal high school,11,Isabella0242@hotmail.com,TRUE,TRUE,TRUE
suzhou,Economy,United States,University,12,Jason0243@thu.edu.cn,FALSE,TRUE,FALSE
shanghai,Sociology,Canada,International high school,Freshman,Kate0244@gmail.com,TRUE,TRUE,TRUE
beijing,Philosophy,Japan,Normal high school,Sophomore,Louis0245@pku.edu.cn,FALSE,TRUE,TRUE
shanxi,Archaeology,United States,University,Junior,Margraret0246@hotmail.com,TRUE,TRUE,TRUE
suzhou,Architecture,Canada,International high school,Senior,Nathan0247@thu.edu.cn,FALSE,FALSE,TRUE
shanghai,Mathematics,Japan,Normal high school,9,Olivia0248@gmail.com,TRUE,TRUE,TRUE
beijing,Computer Science,United States,University,10,Paul0249@pku.edu.cn,TRUE,FALSE,FALSE
shanxi,Economy,Canada,International high school,11,Queen0250@hotmail.com,TRUE,TRUE,TRUE
suzhou,Sociology,Japan,Normal high school,12,Richard0251@thu.edu.cn,TRUE,FALSE,TRUE
shanghai,Philosophy,United States,University,Freshman,Susan0252@gmail.com,TRUE,TRUE,TRUE
beijing,Archaeology,Canada,International high school,Sophomore,Thomas0253@pku.edu.cn,FALSE,TRUE,TRUE
shanxi,Architecture,Japan,Normal high school,Junior,Uma0254@hotmail.com,TRUE,FALSE,TRUE
suzhou,Mathematics,United States,University,Senior,Vivian0255@thu.edu.cn,FALSE,FALSE,FALSE
shanghai,Computer Science,Canada,International high school,9,Winnie0256@gmail.com,TRUE,TRUE,TRUE
beijing,Economy,Japan,Normal high school,10,Xander0257@pku.edu.cn,FALSE,FALSE,FALSE
shanxi,Sociology,United States,University,11,Yasmine0258@hotmail.com,TRUE,FALSE,TRUE
suzhou,Philosophy,Canada,International high school,12,Zach0259@thu.edu.cn,TRUE,TRUE,FALSE
shanghai,Archaeology,Japan,Normal high school,Freshman,Alice0260@gmail.com,TRUE,TRUE,TRUE
beijing,Architecture,United States,University,Sophomore,Bob0261@pku.edu.cn,FALSE,TRUE,TRUE
shanxi,Mathematics,Canada,International high school,Junior,Carol0262@hotmail.com,TRUE,TRUE,TRUE
suzhou,Computer Science,Japan,Normal high school,Senior,Dave0263@thu.edu.cn,TRUE,FALSE,TRUE
shanghai,Economy,United States,University,9,Eve0264@gmail.com,TRUE,TRUE,TRUE
beijing,Sociology,Canada,International high school,10,Francis0265@pku.edu.cn,FALSE,FALSE,TRUE
shanxi,Philosophy,Japan,Normal high school,11,Grace0266@hotmail.com,TRUE,FALSE,TRUE
suzhou,Archaeology,United States,University,12,Hans0267@thu.edu.cn,FALSE,TRUE,TRUE
shanghai,Architecture,Canada,International high school,Freshman,Isabella0268@gmail.com,TRUE,TRUE,TRUE
beijing,Mathematics,Japan,Normal high school,Sophomore,Jason0269@pku.edu.cn,FALSE,TRUE,TRUE
shanxi,Computer Science,United States,University,Junior,Kate0270@hotmail.com,TRUE,FALSE,TRUE
suzhou,Economy,Canada,International high school,Senior,Louis0271@thu.edu.cn,TRUE,TRUE,FALSE
shanghai,Sociology,Japan,Normal high school,9,Margraret0272@gmail.com,TRUE,TRUE,TRUE
beijing,Philosophy,United States,University,10,Nathan0273@pku.edu.cn,FALSE,FALSE,my
shanxi,Archaeology,Canada,International high school,11,Olivia0274@hotmail.com,TRUE,TRUE,TRUE
suzhou,Architecture,Japan,Normal high school,12,Paul0275@thu.edu.cn,FALSE,TRUE,TRUE
shanghai,Mathematics,United States,University,Freshman,Queen0276@gmail.com,TRUE,TRUE,TRUE
